"","date","Station","Elev","Temp","MxTp","MnTp","DewP","RH","Spd","Dir","Gst","Pcp1","Pcp24","PcpAc","Sno24","SWE24","SnoHt","SWE"
"3674",2021-12-09,"Two Medicine Bridge",4751,22,38,21,3,43,21,320,40,NA,NA,0,NA,NA,NA,NA
"3675",2021-12-10,"Two Medicine Bridge",4751,20,25,19,5,50,21,295,26,NA,NA,0,NA,NA,NA,NA
"3676",2021-12-11,"Two Medicine Bridge",4751,28,32,19,18,67,49,285,75,NA,NA,0,NA,NA,NA,NA
"3677",2021-12-12,"Two Medicine Bridge",4751,30,32,26,27,88,9,305,15,NA,NA,0,NA,NA,NA,NA
"3678",2021-12-13,"Two Medicine Bridge",4751,26,30,22,17,69,12,285,16,NA,NA,0,NA,NA,NA,NA
"3679",2021-12-14,"Two Medicine Bridge",4751,15,32,15,12,88,6,100,8,NA,NA,0,NA,NA,NA,NA
"3680",2021-12-16,"Two Medicine Bridge",4751,21,21,16,7,55,20,260,26,NA,NA,0,NA,NA,NA,NA
"3681",2021-12-17,"Two Medicine Bridge",4751,-11,25,-11,-16,76,1,125,2,NA,NA,0,NA,NA,NA,NA
"3682",2021-12-18,"Two Medicine Bridge",4751,18,22,-14,7,61,43,250,54,NA,NA,0,NA,NA,NA,NA
"3683",2021-12-19,"Two Medicine Bridge",4751,14,35,14,11,87,21,90,27,NA,NA,0,NA,NA,NA,NA
"3684",2021-12-20,"Two Medicine Bridge",4751,0,14,-4,-4,84,2,330,4,NA,NA,0,NA,NA,NA,NA
"3685",2021-12-21,"Two Medicine Bridge",4751,25,26,-3,7,45,29,205,34,NA,NA,0,NA,NA,NA,NA
"3686",2021-12-22,"Two Medicine Bridge",4751,30,35,23,25,83,16,280,22,NA,NA,0,NA,NA,NA,NA
"3687",2021-12-23,"Two Medicine Bridge",4751,31,34,29,28,86,17,270,21,NA,NA,0,NA,NA,NA,NA
"3688",2021-12-24,"Two Medicine Bridge",4751,2,34,2,-2,81,7,115,8,NA,NA,0,NA,NA,NA,NA
"3689",2021-12-25,"Two Medicine Bridge",4751,-11,2,-11,-17,74,7,80,9,NA,NA,0,NA,NA,NA,NA
"3690",2021-12-26,"Two Medicine Bridge",4751,-14,-11,-17,-21,71,6,75,8,NA,NA,0,NA,NA,NA,NA
"3691",2021-12-27,"Two Medicine Bridge",4751,-24,-14,-24,-31,70,0,300,0,NA,NA,0,NA,NA,NA,NA
"3692",2021-12-28,"Two Medicine Bridge",4751,7,11,-29,-2,68,17,265,23,NA,NA,0,NA,NA,NA,NA
"3693",2021-12-29,"Two Medicine Bridge",4751,-21,10,-21,-27,72,1,70,2,NA,NA,0,NA,NA,NA,NA
"3694",2021-12-30,"Two Medicine Bridge",4751,10,11,-23,1,67,34,300,38,NA,NA,0,NA,NA,NA,NA
"3695",2021-12-31,"Two Medicine Bridge",4751,-10,12,-12,-16,76,2,55,2,NA,NA,0,NA,NA,NA,NA
"3696",2022-01-01,"Two Medicine Bridge",4751,1,2,-17,-9,61,33,265,48,NA,NA,0,NA,NA,NA,NA
"3697",2022-01-02,"Two Medicine Bridge",4751,21,28,2,3,45,39,280,56,NA,NA,0,NA,NA,NA,NA
"3698",2022-01-03,"Two Medicine Bridge",4751,27,30,21,12,54,24,270,34,NA,NA,0,NA,NA,NA,NA
"3699",2022-01-04,"Two Medicine Bridge",4751,-15,32,-15,-22,70,9,70,10,NA,NA,0,NA,NA,NA,NA
"3700",2022-01-05,"Two Medicine Bridge",4751,-15,-14,-20,-21,74,6,130,6,NA,NA,0,NA,NA,NA,NA
"3701",2022-01-06,"Two Medicine Bridge",4751,-12,-11,-20,-18,74,2,170,3,NA,NA,0,NA,NA,NA,NA
"3702",2022-01-07,"Two Medicine Bridge",4751,33,34,-12,29,85,40,275,49,NA,NA,0,NA,NA,NA,NA
"3703",2022-01-08,"Two Medicine Bridge",4751,-5,35,-5,-10,78,12,115,21,NA,NA,0,NA,NA,NA,NA
"3704",2022-01-09,"Two Medicine Bridge",4751,25,25,-9,18,74,44,265,55,NA,NA,0,NA,NA,NA,NA
"3705",2022-01-10,"Two Medicine Bridge",4751,37,40,25,11,34,29,270,39,NA,NA,0,NA,NA,NA,NA
"3706",2022-01-11,"Two Medicine Bridge",4751,34,38,32,20,57,9,310,23,NA,NA,0,NA,NA,NA,NA
"3707",2022-01-12,"Two Medicine Bridge",4751,41,41,34,29,62,6,100,16,NA,NA,0,NA,NA,NA,NA
"3708",2022-01-13,"Two Medicine Bridge",4751,40,44,37,24,51,18,265,25,NA,NA,0,NA,NA,NA,NA
"3709",2022-01-14,"Two Medicine Bridge",4751,29,48,27,26,89,2,335,3,NA,NA,0,NA,NA,NA,NA
"3710",2022-01-15,"Two Medicine Bridge",4751,35,37,26,23,60,12,225,17,NA,NA,0,NA,NA,NA,NA
"3711",2022-01-16,"Two Medicine Bridge",4751,32,42,32,20,61,26,270,30,NA,NA,0,NA,NA,NA,NA
"3712",2022-01-17,"Two Medicine Bridge",4751,41,44,31,24,50,22,250,42,NA,NA,0,NA,NA,NA,NA
"3713",2022-01-18,"Two Medicine Bridge",4751,8,47,8,2,76,17,60,21,NA,NA,0,NA,NA,NA,NA
"3714",2022-01-19,"Two Medicine Bridge",4751,-6,8,-7,-11,78,0,0,3,NA,NA,0,NA,NA,NA,NA
"3715",2022-01-20,"Two Medicine Bridge",4751,32,33,-9,22,64,42,260,53,NA,NA,0,NA,NA,NA,NA
"3716",2022-01-21,"Two Medicine Bridge",4751,28,40,28,20,73,6,320,12,NA,NA,0,NA,NA,NA,NA
"3717",2022-01-22,"Two Medicine Bridge",4751,31,34,27,21,68,24,255,32,NA,NA,0,NA,NA,NA,NA
"3718",2022-01-23,"Two Medicine Bridge",4751,32,36,30,19,59,43,260,52,NA,NA,0,NA,NA,NA,NA
"3719",2022-01-24,"Two Medicine Bridge",4751,29,48,28,18,63,0,300,4,NA,NA,0,NA,NA,NA,NA
"3720",2022-01-25,"Two Medicine Bridge",4751,26,31,22,19,75,16,270,21,NA,NA,0,NA,NA,NA,NA
"3721",2022-01-26,"Two Medicine Bridge",4751,28,34,25,10,47,20,245,31,NA,NA,0,NA,NA,NA,NA
"3722",2022-01-27,"Two Medicine Bridge",4751,17,32,14,13,83,12,295,16,NA,NA,0,NA,NA,NA,NA
"3723",2022-01-28,"Two Medicine Bridge",4751,30,33,16,3,30,46,260,58,NA,NA,0,NA,NA,NA,NA
"3724",2022-01-29,"Two Medicine Bridge",4751,31,46,30,4,30,21,245,25,NA,NA,0,NA,NA,NA,NA
"3725",2022-01-30,"Two Medicine Bridge",4751,36,39,31,16,43,8,295,17,NA,NA,0,NA,NA,NA,NA
"3726",2022-01-31,"Two Medicine Bridge",4751,30,42,30,22,73,24,280,33,NA,NA,0,NA,NA,NA,NA
"3727",2022-02-01,"Two Medicine Bridge",4751,-3,29,-5,-8,80,1,20,3,NA,NA,0,NA,NA,NA,NA
"3728",2022-02-02,"Two Medicine Bridge",4751,-18,1,-21,-24,73,7,350,8,NA,NA,0,NA,NA,NA,NA
"3729",2022-02-03,"Two Medicine Bridge",4751,16,17,-22,4,59,20,270,27,NA,NA,0,NA,NA,NA,NA
"3730",2022-02-04,"Two Medicine Bridge",4751,30,30,14,20,68,24,210,35,NA,NA,0,NA,NA,NA,NA
"3731",2022-02-05,"Two Medicine Bridge",4751,32,36,28,22,66,40,300,52,NA,NA,0,NA,NA,NA,NA
"3732",2022-02-06,"Two Medicine Bridge",4751,32,35,30,17,54,29,250,36,NA,NA,0,NA,NA,NA,NA
"3733",2022-02-07,"Two Medicine Bridge",4751,42,44,31,11,27,29,285,45,NA,NA,0,NA,NA,NA,NA
"3734",2022-02-08,"Two Medicine Bridge",4751,33,47,32,15,46,29,290,39,NA,NA,0,NA,NA,NA,NA
"3735",2022-02-09,"Two Medicine Bridge",4751,34,37,32,24,67,30,265,44,NA,NA,0,NA,NA,NA,NA
"3736",2022-02-10,"Two Medicine Bridge",4751,42,51,34,31,64,32,260,42,NA,NA,0,NA,NA,NA,NA
"3737",2022-02-11,"Two Medicine Bridge",4751,26,48,26,23,88,2,255,3,NA,NA,0,NA,NA,NA,NA
"3738",2022-02-12,"Two Medicine Bridge",4751,33,35,20,4,28,11,305,18,NA,NA,0,NA,NA,NA,NA
"3739",2022-02-13,"Two Medicine Bridge",4751,36,42,32,9,32,21,245,34,NA,NA,0,NA,NA,NA,NA
"3740",2022-02-14,"Two Medicine Bridge",4751,38,47,26,18,44,12,230,17,NA,NA,0,NA,NA,NA,NA
"3741",2022-02-15,"Two Medicine Bridge",4751,24,48,24,22,92,1,130,2,NA,NA,0,NA,NA,NA,NA
"3742",2022-02-16,"Two Medicine Bridge",4751,16,29,16,12,85,14,70,18,NA,NA,0,NA,NA,NA,NA
"3743",2022-02-17,"Two Medicine Bridge",4751,29,29,12,14,54,25,225,35,NA,NA,0,NA,NA,NA,NA
"3744",2022-02-18,"Two Medicine Bridge",4751,37,37,28,23,58,21,295,33,NA,NA,0,NA,NA,NA,NA
"3745",2022-02-19,"Two Medicine Bridge",4751,38,40,20,23,53,18,255,39,NA,NA,0,NA,NA,NA,NA
"3746",2022-02-20,"Two Medicine Bridge",4751,11,44,11,6,80,15,75,18,NA,NA,0,NA,NA,NA,NA
"3747",2022-02-21,"Two Medicine Bridge",4751,-10,11,-10,-16,74,9,85,11,NA,NA,0,NA,NA,NA,NA
"3748",2022-02-22,"Two Medicine Bridge",4751,-16,-7,-16,-24,67,14,55,15,NA,NA,0,NA,NA,NA,NA
"3749",2022-02-23,"Two Medicine Bridge",4751,-29,-12,-29,-36,67,8,295,11,NA,NA,0,NA,NA,NA,NA
"3750",2022-02-24,"Two Medicine Bridge",4751,3,8,-29,-5,67,14,310,24,NA,NA,0,NA,NA,NA,NA
"3751",2022-02-25,"Two Medicine Bridge",4751,11,14,4,1,63,16,250,22,NA,NA,0,NA,NA,NA,NA
"3752",2022-02-26,"Two Medicine Bridge",4751,14,19,11,6,67,35,265,50,NA,NA,0,NA,NA,NA,NA
"3753",2022-02-27,"Two Medicine Bridge",4751,29,34,14,6,37,14,250,19,NA,NA,0,NA,NA,NA,NA
"3754",2022-02-28,"Two Medicine Bridge",4751,33,35,29,30,87,26,285,42,NA,NA,0,NA,NA,NA,NA
"3755",2022-03-01,"Two Medicine Bridge",4751,39,40,33,33,80,28,295,39,NA,NA,0,NA,NA,NA,NA
"3756",2022-03-02,"Two Medicine Bridge",4751,35,45,34,34,96,3,315,4,NA,NA,0,NA,NA,NA,NA
"3757",2022-03-03,"Two Medicine Bridge",4751,25,43,25,23,93,4,100,6,NA,NA,0,NA,NA,NA,NA
"3758",2022-03-04,"Two Medicine Bridge",4751,16,25,12,13,89,0,295,1,NA,NA,0,NA,NA,NA,NA
"3759",2022-03-05,"Two Medicine Bridge",4751,16,23,15,12,85,4,325,4,NA,NA,0,NA,NA,NA,NA
"3760",2022-03-06,"Two Medicine Bridge",4751,19,31,15,10,70,12,30,16,NA,NA,0,NA,NA,NA,NA
"3761",2022-03-07,"Two Medicine Bridge",4751,24,26,17,12,59,18,260,29,NA,NA,0,NA,NA,NA,NA
"3762",2022-03-08,"Two Medicine Bridge",4751,11,33,11,6,80,14,65,20,NA,NA,0,NA,NA,NA,NA
"3763",2022-03-09,"Two Medicine Bridge",4751,0,11,-5,-6,75,12,35,15,NA,NA,0,NA,NA,NA,NA
"3764",2022-03-10,"Two Medicine Bridge",4751,13,13,-3,-4,45,20,295,31,NA,NA,0,NA,NA,NA,NA
"3765",2022-03-11,"Two Medicine Bridge",4751,8,23,-2,4,85,2,80,3,NA,NA,0,NA,NA,NA,NA
"3766",2022-03-12,"Two Medicine Bridge",4751,36,37,6,22,56,44,300,59,NA,NA,0,NA,NA,NA,NA
"3767",2022-03-13,"Two Medicine Bridge",4751,31,45,27,25,78,9,250,12,NA,NA,0,NA,NA,NA,NA
"3768",2022-03-14,"Two Medicine Bridge",4751,35,39,30,23,61,9,275,17,NA,NA,0,NA,NA,NA,NA
"3769",2022-03-15,"Two Medicine Bridge",4751,37,43,35,32,85,21,255,27,NA,NA,0,NA,NA,NA,NA
"3770",2022-03-16,"Two Medicine Bridge",4751,31,40,30,19,61,7,200,15,NA,NA,0,NA,NA,NA,NA
"3771",2022-03-17,"Two Medicine Bridge",4751,31,36,30,18,58,14,250,21,NA,NA,0,NA,NA,NA,NA
"3772",2022-03-18,"Two Medicine Bridge",4751,33,41,31,25,72,16,270,19,NA,NA,0,NA,NA,NA,NA
"3773",2022-03-19,"Two Medicine Bridge",4751,33,41,31,22,62,4,260,6,NA,NA,0,NA,NA,NA,NA
"3774",2022-03-20,"Two Medicine Bridge",4751,30,47,30,12,45,20,290,31,NA,NA,0,NA,NA,NA,NA
"3775",2022-03-21,"Two Medicine Bridge",4751,29,34,26,13,50,28,285,35,NA,NA,0,NA,NA,NA,NA
"3776",2022-03-22,"Two Medicine Bridge",4751,31,37,28,18,59,8,290,11,NA,NA,0,NA,NA,NA,NA
"3777",2022-03-23,"Two Medicine Bridge",4751,39,46,29,30,70,34,255,47,NA,NA,0,NA,NA,NA,NA
"3778",2022-03-24,"Two Medicine Bridge",4751,31,57,31,27,86,16,80,22,NA,NA,0,NA,NA,NA,NA
"3779",2022-03-25,"Two Medicine Bridge",4751,22,36,22,19,86,1,340,2,NA,NA,0,NA,NA,NA,NA
"3780",2022-03-26,"Two Medicine Bridge",4751,40,51,22,19,43,4,300,9,NA,NA,0,NA,NA,NA,NA
"3781",2022-03-27,"Two Medicine Bridge",4751,33,53,33,25,72,7,345,9,NA,NA,0,NA,NA,NA,NA
"3782",2022-03-28,"Two Medicine Bridge",4751,37,60,32,26,64,6,295,8,NA,NA,0,NA,NA,NA,NA
"3783",2022-03-29,"Two Medicine Bridge",4751,27,57,27,23,85,11,55,13,NA,NA,0,NA,NA,NA,NA
"3784",2022-03-30,"Two Medicine Bridge",4751,38,44,25,20,47,21,260,29,NA,NA,0,NA,NA,NA,NA
"3785",2022-03-31,"Two Medicine Bridge",4751,33,48,31,16,49,21,260,27,NA,NA,0,NA,NA,NA,NA
"3786",2022-04-01,"Two Medicine Bridge",4751,29,35,28,16,56,7,315,11,NA,NA,0,NA,NA,NA,NA
"3787",2022-04-02,"Two Medicine Bridge",4751,31,41,29,19,59,7,245,9,NA,NA,0,NA,NA,NA,NA
"3788",2022-04-03,"Two Medicine Bridge",4751,30,41,30,18,60,12,250,19,NA,NA,0,NA,NA,NA,NA
"3789",2022-04-04,"Two Medicine Bridge",4751,36,46,29,23,58,17,230,26,NA,NA,0,NA,NA,NA,NA
"3790",2022-04-05,"Two Medicine Bridge",4751,27,36,26,14,59,29,300,50,NA,NA,0,NA,NA,NA,NA
"3791",2022-04-06,"Two Medicine Bridge",4751,29,33,27,16,59,10,275,17,NA,NA,0,NA,NA,NA,NA
"3792",2022-04-07,"Two Medicine Bridge",4751,30,41,28,13,49,6,325,10,NA,NA,0,NA,NA,NA,NA
"3793",2022-04-08,"Two Medicine Bridge",4751,44,53,29,16,32,10,250,15,NA,NA,0,NA,NA,NA,NA
"3794",2022-04-09,"Two Medicine Bridge",4751,28,62,27,19,67,24,285,34,NA,NA,0,NA,NA,NA,NA
"3795",2022-04-10,"Two Medicine Bridge",4751,24,36,24,16,71,17,260,25,NA,NA,0,NA,NA,NA,NA
"3796",2022-04-11,"Two Medicine Bridge",4751,16,27,16,8,70,6,50,9,NA,NA,0,NA,NA,NA,NA
"3797",2022-04-12,"Two Medicine Bridge",4751,11,21,11,6,80,21,70,26,NA,NA,0,NA,NA,NA,NA
"3798",2022-04-13,"Two Medicine Bridge",4751,7,12,7,1,75,9,45,13,NA,NA,0,NA,NA,NA,NA
"3799",2022-04-14,"Two Medicine Bridge",4751,10,13,4,5,82,6,80,8,NA,NA,0,NA,NA,NA,NA
"3800",2022-04-15,"Two Medicine Bridge",4751,11,14,8,8,87,1,250,3,NA,NA,0,NA,NA,NA,NA
"3801",2022-04-16,"Two Medicine Bridge",4751,7,22,4,1,74,10,340,11,NA,NA,0,NA,NA,NA,NA
"3802",2022-04-17,"Two Medicine Bridge",4751,14,24,3,11,91,0,320,3,NA,NA,0,NA,NA,NA,NA
"3803",2022-04-18,"Two Medicine Bridge",4751,20,33,12,12,73,8,290,11,NA,NA,0,NA,NA,NA,NA
"3804",2022-04-19,"Two Medicine Bridge",4751,33,39,14,30,88,19,270,34,NA,NA,0,NA,NA,NA,NA
"3805",2022-04-20,"Two Medicine Bridge",4751,29,36,27,12,48,6,110,13,NA,NA,0,NA,NA,NA,NA
"3806",2022-04-21,"Two Medicine Bridge",4751,27,35,20,21,77,3,125,4,NA,NA,0,NA,NA,NA,NA
"3807",2022-04-22,"Two Medicine Bridge",4751,32,44,23,25,77,11,265,14,NA,NA,0,NA,NA,NA,NA
"3808",2022-04-23,"Two Medicine Bridge",4751,30,45,27,26,87,1,30,2,NA,NA,0,NA,NA,NA,NA
"3809",2022-04-24,"Two Medicine Bridge",4751,27,45,26,19,73,4,295,8,NA,NA,0,NA,NA,NA,NA
"3810",2022-04-25,"Two Medicine Bridge",4751,36,52,26,21,54,9,260,11,NA,NA,0,NA,NA,NA,NA
"3811",2022-04-26,"Two Medicine Bridge",4751,37,58,31,24,59,6,305,7,NA,NA,0,NA,NA,NA,NA
"3812",2022-04-27,"Two Medicine Bridge",4751,32,55,32,16,51,8,265,11,NA,NA,0,NA,NA,NA,NA
"3813",2022-04-28,"Two Medicine Bridge",4751,30,44,29,21,68,1,115,4,NA,NA,0,NA,NA,NA,NA
"3814",2022-04-29,"Two Medicine Bridge",4751,35,47,30,21,56,1,315,5,NA,NA,0,NA,NA,NA,NA
"3815",2022-04-30,"Two Medicine Bridge",4751,30,49,30,22,72,4,15,6,NA,NA,0,NA,NA,NA,NA
"3816",2022-05-01,"Two Medicine Bridge",4751,36,50,27,34,93,7,115,9,NA,NA,0,NA,NA,NA,NA
"3817",2022-05-02,"Two Medicine Bridge",4751,34,50,32,28,79,1,300,6,NA,NA,0,NA,NA,NA,NA
"3818",2022-05-03,"Two Medicine Bridge",4751,36,57,32,29,77,6,330,8,NA,NA,0,NA,NA,NA,NA
"3819",2022-05-04,"Two Medicine Bridge",4751,44,59,35,33,64,18,255,26,NA,NA,0,NA,NA,NA,NA
"3820",2022-05-05,"Two Medicine Bridge",4751,50,55,45,33,52,10,275,16,NA,NA,0,NA,NA,NA,NA
"3821",2022-05-06,"Two Medicine Bridge",4751,38,69,38,33,82,15,290,20,NA,NA,0,NA,NA,NA,NA
"3822",2022-05-07,"Two Medicine Bridge",4751,39,46,37,29,67,25,265,37,NA,NA,0,NA,NA,NA,NA
"3823",2022-05-08,"Two Medicine Bridge",4751,31,42,31,26,81,11,285,16,NA,NA,0,NA,NA,NA,NA
"3824",2022-05-09,"Two Medicine Bridge",4751,29,40,29,20,69,19,250,27,NA,NA,0,NA,NA,NA,NA
"3825",2022-05-10,"Two Medicine Bridge",4751,34,38,29,22,60,21,265,27,NA,NA,0,NA,NA,NA,NA
"3826",2022-05-11,"Two Medicine Bridge",4751,34,45,33,19,55,6,300,9,NA,NA,0,NA,NA,NA,NA
"3827",2022-05-12,"Two Medicine Bridge",4751,31,53,31,22,67,8,325,9,NA,NA,0,NA,NA,NA,NA
"3828",2022-05-13,"Two Medicine Bridge",4751,39,53,31,28,66,15,250,20,NA,NA,0,NA,NA,NA,NA
"3829",2022-05-14,"Two Medicine Bridge",4751,33,42,30,15,47,12,270,27,NA,NA,0,NA,NA,NA,NA
"3830",2022-05-15,"Two Medicine Bridge",4751,41,51,33,29,61,11,250,21,NA,NA,0,NA,NA,NA,NA
"3831",2022-05-16,"Two Medicine Bridge",4751,48,61,41,36,63,8,295,11,NA,NA,0,NA,NA,NA,NA
"3832",2022-05-17,"Two Medicine Bridge",4751,45,61,44,28,50,30,305,39,NA,NA,0,NA,NA,NA,NA
"3833",2022-05-18,"Two Medicine Bridge",4751,40,55,37,24,53,13,265,16,NA,NA,0,NA,NA,NA,NA
"3834",2022-05-19,"Two Medicine Bridge",4751,34,51,34,20,56,18,285,34,NA,NA,0,NA,NA,NA,NA
"3835",2022-05-20,"Two Medicine Bridge",4751,33,41,32,30,90,17,45,23,NA,NA,0,NA,NA,NA,NA
"3836",2022-05-21,"Two Medicine Bridge",4751,31,42,28,24,76,7,40,9,NA,NA,NA,NA,NA,NA,NA
"3837",2022-05-22,"Two Medicine Bridge",4751,27,42,24,21,76,8,355,9,NA,NA,0,NA,NA,NA,NA
"3838",2022-05-23,"Two Medicine Bridge",4751,38,53,25,24,57,3,255,8,NA,NA,0,NA,NA,NA,NA
"3839",2022-05-24,"Two Medicine Bridge",4751,40,57,36,30,67,9,255,12,NA,NA,0,NA,NA,NA,NA
"3840",2022-05-25,"Two Medicine Bridge",4751,44,56,41,32,61,15,275,21,NA,NA,0,NA,NA,NA,NA
"3841",2022-05-27,"Two Medicine Bridge",4751,48,63,44,43,84,8,305,11,NA,NA,NA,NA,NA,NA,NA
"3842",2022-05-28,"Two Medicine Bridge",4751,40,58,40,36,84,15,275,17,NA,NA,0,NA,NA,NA,NA
"3843",2022-05-29,"Two Medicine Bridge",4751,39,55,37,32,76,7,340,9,NA,NA,0,NA,NA,NA,NA
"3844",2022-05-30,"Two Medicine Bridge",4751,38,51,37,36,90,23,55,37,NA,NA,0,NA,NA,NA,NA
"3845",2022-05-31,"Two Medicine Bridge",4751,38,46,37,26,61,7,35,9,NA,NA,0,NA,NA,NA,NA
"3846",2021-10-01,"West Glacier",3154,48,63,32,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA
"3847",2021-10-01,"West Glacier",3165,43,68,31,43,100,1,188,3,NA,NA,NA,NA,NA,NA,NA
"3848",2021-10-02,"West Glacier",3154,31,64,31,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3849",2021-10-02,"West Glacier",3165,29,68,29,29,100,0,NA,2,NA,0,NA,NA,NA,NA,NA
"3850",2021-10-03,"West Glacier",3154,43,64,31,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3851",2021-10-03,"West Glacier",3165,38,67,29,37,95,1,242,3,NA,0,NA,NA,NA,NA,NA
"3852",2021-10-04,"West Glacier",3154,34,69,34,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3853",2021-10-04,"West Glacier",3165,32,73,32,32,98,0,NA,2,NA,0,NA,NA,NA,NA,NA
"3854",2021-10-05,"West Glacier",3154,41,70,32,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3855",2021-10-05,"West Glacier",3165,38,73,30,38,98,0,NA,2,NA,0,NA,NA,NA,NA,NA
"3856",2021-10-06,"West Glacier",3154,46,75,37,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3857",2021-10-06,"West Glacier",3165,42,80,35,37,81,0,145,4,NA,0,NA,NA,NA,NA,NA
"3858",2021-10-07,"West Glacier",3154,28,63,28,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3859",2021-10-07,"West Glacier",3165,26,63,26,25,97,0,NA,2,NA,0,NA,NA,NA,NA,NA
"3860",2021-10-08,"West Glacier",3154,25,54,25,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3861",2021-10-08,"West Glacier",3165,22,58,22,21,97,0,NA,2,NA,0,NA,NA,NA,NA,NA
"3862",2021-10-09,"West Glacier",3154,30,55,24,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3863",2021-10-09,"West Glacier",3165,27,56,21,26,97,1,98,2,NA,0,NA,NA,NA,NA,NA
"3864",2021-10-10,"West Glacier",3154,50,56,29,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3865",2021-10-10,"West Glacier",3165,50,61,27,32,49,6,236,17,NA,0,NA,NA,NA,NA,NA
"3866",2021-10-11,"West Glacier",3154,27,51,27,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA
"3867",2021-10-11,"West Glacier",3165,24,52,24,23,97,1,128,3,NA,0.08,NA,NA,NA,NA,NA
"3868",2021-10-12,"West Glacier",3154,21,47,21,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3869",2021-10-12,"West Glacier",3165,19,53,19,18,94,0,142,2,NA,0,NA,NA,NA,NA,NA
"3870",2021-10-13,"West Glacier",3154,24,47,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3871",2021-10-13,"West Glacier",3165,19,53,17,17,90,0,183,5,NA,0,NA,NA,NA,NA,NA
"3872",2021-10-14,"West Glacier",3154,34,41,21,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA
"3873",2021-10-14,"West Glacier",3165,32,42,18,32,99,0,119,4,NA,0,NA,NA,NA,NA,NA
"3874",2021-10-15,"West Glacier",3154,38,44,33,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA
"3875",2021-10-15,"West Glacier",3165,36,48,32,36,98,1,175,3,NA,0.04,NA,NA,NA,NA,NA
"3876",2021-10-16,"West Glacier",3154,39,47,38,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA
"3877",2021-10-16,"West Glacier",3165,37,48,36,37,100,1,244,2,NA,0.04,NA,NA,NA,NA,NA
"3878",2021-10-17,"West Glacier",3154,30,62,30,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA
"3879",2021-10-17,"West Glacier",3165,27,69,27,27,100,0,67,2,NA,0,NA,NA,NA,NA,NA
"3880",2021-10-18,"West Glacier",3154,30,66,28,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3881",2021-10-18,"West Glacier",3165,27,67,26,27,98,0,74,2,NA,0,NA,NA,NA,NA,NA
"3882",2021-10-19,"West Glacier",3154,43,61,29,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3883",2021-10-19,"West Glacier",3165,44,66,27,32,62,3,146,10,NA,0,NA,NA,NA,NA,NA
"3884",2021-10-20,"West Glacier",3154,29,58,29,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3885",2021-10-20,"West Glacier",3165,27,62,27,27,99,0,250,2,NA,0,NA,NA,NA,NA,NA
"3886",2021-10-21,"West Glacier",3154,37,55,28,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA
"3887",2021-10-21,"West Glacier",3165,36,57,27,36,100,3,192,4,NA,0.02,NA,NA,NA,NA,NA
"3888",2021-10-22,"West Glacier",3154,31,56,31,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3889",2021-10-22,"West Glacier",3165,29,61,29,29,99,0,NA,2,NA,0,NA,NA,NA,NA,NA
"3890",2021-10-23,"West Glacier",3154,42,50,31,NA,NA,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA
"3891",2021-10-23,"West Glacier",3165,42,50,29,42,100,1,98,7,NA,0.79,NA,NA,NA,NA,NA
"3892",2021-10-24,"West Glacier",3154,40,46,40,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA
"3893",2021-10-24,"West Glacier",3165,39,53,39,38,97,0,153,2,NA,0.17,NA,NA,NA,NA,NA
"3894",2021-10-25,"West Glacier",3154,44,52,39,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA
"3895",2021-10-25,"West Glacier",3165,43,53,39,43,100,2,107,4,NA,0.49,NA,NA,NA,NA,NA
"3896",2021-10-26,"West Glacier",3154,39,46,38,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA
"3897",2021-10-26,"West Glacier",3165,38,48,36,38,100,2,184,3,NA,0.22,NA,NA,NA,NA,NA
